Character,Vehicle,Tire,Glider,Speed_Avg,Speed_Min,Accel,Weight,Handling_Avg,Handling_Min,Traction,M-turbo,Invincib
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Sponge,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.375,3.0,4.25,2.75,3.6,3.5,4.0,4.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Sponge,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.25,3.0,4.5,2.5,3.6875,3.5,4.0,5.0,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Cushion,Super Glider = Waddle Wing = Hylian Kite,3.375,2.75,4.25,2.5,3.625,3.25,4.25,4.75,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Cushion,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.3125,3.0,4.5,2.25,3.6875,3.25,4.25,5.0,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Cushion,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.375,3.0,4.25,2.75,3.6,3.5,4.0,4.75,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Varmint = City Tripper,Cushion,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.25,3.0,4.5,2.5,3.6875,3.5,4.0,5.0,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Standard = Blue Standard,Super Glider = Waddle Wing = Hylian Kite,4.0625,3.75,3.5,3.25,3.5625,3.25,4.0,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Standard = Blue Standard,Cloud Glider = Parachute = Flower Glider = Paper Glider,4,3.5,3.75,3.0,3.625,3.25,4.0,4.5,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Standard = Blue Standard,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.0625,3.75,3.5,3.5,3.5625,3.5,3.75,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Standard = Blue Standard,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.9375,3.5,3.75,3.25,3.625,3.5,3.75,4.5,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,GLA Tires,Super Glider = Waddle Wing = Hylian Kite,4.0625,3.75,3.5,3.25,3.5625,3.25,4.0,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,GLA Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4,3.5,3.75,3.0,3.625,3.25,4.0,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,GLA Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.0625,3.75,3.5,3.5,3.5625,3.5,3.75,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,GLA Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.9375,3.5,3.75,3.25,3.625,3.5,3.75,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Monster = Hot Monster,Super Glider = Waddle Wing = Hylian Kite,3.9375,3.75,3.0,3.75,2.9375,2.75,4.5,4.0,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Monster = Hot Monster,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.88,3.75,3.25,3.5,3.00,2.75,4.5,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Monster = Hot Monster,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.9375,3.5,3.0,4.0,2.9375,2.75,4.25,4.0,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Monster = Hot Monster,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.8125,3.5,3.25,3.75,3,2.75,4.25,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Ancient Tires,Super Glider = Waddle Wing = Hylian Kite,3.9375,3.75,3.0,3.75,2.9375,2.75,4.5,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Ancient Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.88,3.75,3.25,3.5,3.00,2.75,4.5,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Ancient Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.9375,3.5,3.0,4.0,2.9375,2.75,4.25,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Ancient Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.8125,3.5,3.25,3.75,3,2.75,4.25,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Roller = Azure Roller,Super Glider = Waddle Wing = Hylian Kite,3.8125,3.25,4.0,2.75,3.8125,3.5,3.75,4.75,2.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Roller = Azure Roller,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.75,3.0,4.25,2.5,3.875,3.5,3.75,5.0,1.75
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Roller = Azure Roller,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.8125,3.25,4.0,3.0,3.8125,3.75,3.5,4.75,2.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Roller = Azure Roller,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.6875,3.0,4.25,2.75,3.875,3.75,3.5,5.0,1.75
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Slim = Wood = Crimson Slim,Super Glider = Waddle Wing = Hylian Kite,4.125,3.75,3.0,3.25,3.75,3.5,3.0,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Slim = Wood = Crimson Slim,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.0625,3.75,3.25,3.0,3.8125,3.5,3.0,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Slim = Wood = Crimson Slim,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.125,3.5,3.0,3.5,3.75,3.75,2.75,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Slim = Wood = Crimson Slim,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4,3.5,3.25,3.25,3.8125,3.75,2.75,4.25,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Slick = Cyber Slick,Super Glider = Waddle Wing = Hylian Kite,3.9375,3.25,2.75,3.5,3.125,2.5,2.75,3.75,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Slick = Cyber Slick,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.875,3.25,3.0,3.25,3.1875,2.5,2.75,4.0,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Slick = Cyber Slick,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.9375,3.0,2.75,3.75,3.125,2.75,2.5,3.75,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Slick = Cyber Slick,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.8125,3.0,3.0,3.5,3.1875,2.75,2.5,4.0,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Metal,Super Glider = Waddle Wing = Hylian Kite,4.0625,3.75,2.5,3.75,3.125,2.75,3.25,3.75,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Metal,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.0,4.0,2.75,3.5,3.1875,3.0,3.25,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Metal,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.0625,3.75,2.5,4.0,3.13,2.75,3.0,3.75,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Metal,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.9375,3.75,2.75,3.75,3.1875,3.0,3.0,4.0,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Gold Tires,Super Glider = Waddle Wing = Hylian Kite,4.0625,3.75,2.5,3.75,3.125,2.75,3.25,3.75,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Gold Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.0,4.0,2.75,3.5,3.1875,3.0,3.25,4.0,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Gold Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.0625,3.75,2.5,4.0,3.13,2.75,3.0,3.75,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Gold Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.9375,3.75,2.75,3.75,3.1875,3.0,3.0,4.0,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Button = Leaf Tires,Super Glider = Waddle Wing = Hylian Kite,3.875,3.5,3.75,2.75,3.5625,3.25,3.5,4.5,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Button = Leaf Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.8125,3.25,4.0,2.5,3.625,3.25,3.5,4.75,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Button = Leaf Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.875,3.5,3.75,3.0,3.5625,3.25,3.25,4.5,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Button = Leaf Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.75,3.25,4.0,2.75,3.6,3.5,3.25,4.75,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Off-Road = Retro Off-Road = Triforce Tires,Super Glider = Waddle Wing = Hylian Kite,4.0625,4.0,3.25,3.5,3.1875,2.75,4.25,4.0,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Off-Road = Retro Off-Road = Triforce Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.00,3.75,3.5,3.25,3.25,2.75,4.25,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Off-Road = Retro Off-Road = Triforce Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.0625,4.0,3.25,3.75,3.1875,3.0,4.0,4.0,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Off-Road = Retro Off-Road = Triforce Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.9375,3.75,3.5,3.5,3.3,3.0,4.0,4.25,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Sponge,Super Glider = Waddle Wing = Hylian Kite,3.875,3.5,3.5,3.0,3.3125,2.75,4.25,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Sponge,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.8125,3.25,3.75,2.75,3.38,2.75,4.25,4.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Sponge,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.875,3.25,3.5,3.25,3.3125,3.0,4.0,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Sponge,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.75,3.25,3.75,3.0,3.375,3.0,4.0,4.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Cushion,Super Glider = Waddle Wing = Hylian Kite,3.875,3.5,3.5,3.0,3.3125,2.75,4.25,4.5,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Cushion,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.8125,3.25,3.75,2.75,3.38,2.75,4.25,4.75,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Cushion,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.875,3.25,3.5,3.25,3.3125,3.0,4.0,4.5,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Mach 8 = Sports Coupe,Cushion,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.75,3.25,3.75,3.0,3.375,3.0,4.0,4.75,3.25
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Standard = Blue Standard,Super Glider = Waddle Wing = Hylian Kite,4.0625,3.75,3.5,3.25,3.5625,3.25,4.0,4.25,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Standard = Blue Standard,Cloud Glider = Parachute = Flower Glider = Paper Glider,4,3.5,3.75,3.0,3.625,3.25,4.0,4.5,2.25
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Standard = Blue Standard,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.0625,3.75,3.5,3.5,3.5625,3.5,3.75,4.25,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Standard = Blue Standard,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.9375,3.5,3.75,3.25,3.625,3.5,3.75,4.5,2.25
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,GLA Tires,Super Glider = Waddle Wing = Hylian Kite,4.0625,3.75,3.5,3.25,3.5625,3.25,4.0,4.25,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,GLA Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4,3.5,3.75,3.0,3.625,3.25,4.0,4.5,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,GLA Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.0625,3.75,3.5,3.5,3.5625,3.5,3.75,4.25,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,GLA Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.9375,3.5,3.75,3.25,3.625,3.5,3.75,4.5,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Monster = Hot Monster,Super Glider = Waddle Wing = Hylian Kite,3.9375,3.75,3.0,3.75,2.9375,2.75,4.5,4.0,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Monster = Hot Monster,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.88,3.75,3.25,3.5,3.00,2.75,4.5,4.25,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Monster = Hot Monster,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.9375,3.5,3.0,4.0,2.9375,2.75,4.25,4.0,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Monster = Hot Monster,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.8125,3.5,3.25,3.75,3,2.75,4.25,4.25,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Ancient Tires,Super Glider = Waddle Wing = Hylian Kite,3.9375,3.75,3.0,3.75,2.9375,2.75,4.5,4.0,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Ancient Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.88,3.75,3.25,3.5,3.00,2.75,4.5,4.25,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Ancient Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.9375,3.5,3.0,4.0,2.9375,2.75,4.25,4.0,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Ancient Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.8125,3.5,3.25,3.75,3,2.75,4.25,4.25,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Roller = Azure Roller,Super Glider = Waddle Wing = Hylian Kite,3.8125,3.25,4.0,2.75,3.8125,3.5,3.75,4.75,1.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Roller = Azure Roller,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.75,3.0,4.25,2.5,3.875,3.5,3.75,5.0,1.25
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Roller = Azure Roller,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.8125,3.25,4.0,3.0,3.8125,3.75,3.5,4.75,1.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Roller = Azure Roller,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.6875,3.0,4.25,2.75,3.875,3.75,3.5,5.0,1.25
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Slim = Wood = Crimson Slim,Super Glider = Waddle Wing = Hylian Kite,4.125,3.75,3.0,3.25,3.75,3.5,3.0,4.0,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Slim = Wood = Crimson Slim,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.0625,3.75,3.25,3.0,3.8125,3.5,3.0,4.25,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Slim = Wood = Crimson Slim,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.125,3.5,3.0,3.5,3.75,3.75,2.75,4.0,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Slim = Wood = Crimson Slim,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,4,3.5,3.25,3.25,3.8125,3.75,2.75,4.25,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Slick = Cyber Slick,Super Glider = Waddle Wing = Hylian Kite,3.9375,3.25,2.75,3.5,3.125,2.5,2.75,3.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Slick = Cyber Slick,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.875,3.25,3.0,3.25,3.1875,2.5,2.75,4.0,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Slick = Cyber Slick,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.9375,3.0,2.75,3.75,3.125,2.75,2.5,3.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Slick = Cyber Slick,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.8125,3.0,3.0,3.5,3.1875,2.75,2.5,4.0,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Metal,Super Glider = Waddle Wing = Hylian Kite,4.0625,3.75,2.5,3.75,3.125,2.75,3.25,3.75,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Metal,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.0,4.0,2.75,3.5,3.1875,3.0,3.25,4.0,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Metal,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.0625,3.75,2.5,4.0,3.13,2.75,3.0,3.75,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Metal,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.9375,3.75,2.75,3.75,3.1875,3.0,3.0,4.0,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Gold Tires,Super Glider = Waddle Wing = Hylian Kite,4.0625,3.75,2.5,3.75,3.125,2.75,3.25,3.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Gold Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.0,4.0,2.75,3.5,3.1875,3.0,3.25,4.0,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Gold Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.0625,3.75,2.5,4.0,3.13,2.75,3.0,3.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Gold Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.9375,3.75,2.75,3.75,3.1875,3.0,3.0,4.0,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Button = Leaf Tires,Super Glider = Waddle Wing = Hylian Kite,3.875,3.5,3.75,2.75,3.5625,3.25,3.5,4.5,2.25
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Button = Leaf Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.8125,3.25,4.0,2.5,3.625,3.25,3.5,4.75,2.0
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Button = Leaf Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.875,3.5,3.75,3.0,3.5625,3.25,3.25,4.5,2.25
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Button = Leaf Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.75,3.25,4.0,2.75,3.6,3.5,3.25,4.75,2.0
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Off-Road = Retro Off-Road = Triforce Tires,Super Glider = Waddle Wing = Hylian Kite,4.0625,4.0,3.25,3.5,3.1875,2.75,4.25,4.0,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Off-Road = Retro Off-Road = Triforce Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,4.00,3.75,3.5,3.25,3.25,2.75,4.25,4.25,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Off-Road = Retro Off-Road = Triforce Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,4.0625,4.0,3.25,3.75,3.1875,3.0,4.0,4.0,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Off-Road = Retro Off-Road = Triforce Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.9375,3.75,3.5,3.5,3.3,3.0,4.0,4.25,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Sponge,Super Glider = Waddle Wing = Hylian Kite,3.875,3.5,3.5,3.0,3.3125,2.75,4.25,4.5,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Sponge,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.8125,3.25,3.75,2.75,3.38,2.75,4.25,4.75,2.25
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Sponge,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.875,3.25,3.5,3.25,3.3125,3.0,4.0,4.5,2.5
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Sponge,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.75,3.25,3.75,3.0,3.375,3.0,4.0,4.75,2.25
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Cushion,Super Glider = Waddle Wing = Hylian Kite,3.875,3.5,3.5,3.0,3.3125,2.75,4.25,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Cushion,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.8125,3.25,3.75,2.75,3.38,2.75,4.25,4.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Cushion,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.875,3.25,3.5,3.25,3.3125,3.0,4.0,4.5,3.0
Peach = Daisy = Yoshi = Birdo = Peachette,Inkstriker,Cushion,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.75,3.25,3.75,3.0,3.375,3.0,4.0,4.75,2.75
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,Standard = Blue Standard,Super Glider = Waddle Wing = Hylian Kite,3.8125,3.25,3.0,3.5,3.4375,3.25,3.75,3.75,3.75
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,Standard = Blue Standard,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.75,3.25,3.25,3.25,3.5,3.25,3.75,4.0,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,Standard = Blue Standard,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.8125,3.5,3.0,3.75,3.4375,3.0,3.5,3.75,3.75
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,Standard = Blue Standard,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.6875,3.25,3.25,3.5,3.5,3.0,3.5,4.0,3.5
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,GLA Tires,Super Glider = Waddle Wing = Hylian Kite,3.8125,3.25,3.0,3.5,3.4375,3.25,3.75,3.75,4.0
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,GLA Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.75,3.25,3.25,3.25,3.5,3.25,3.75,4.0,3.75
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,GLA Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.8125,3.5,3.0,3.75,3.4375,3.0,3.5,3.75,4.0
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,GLA Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.6875,3.25,3.25,3.5,3.5,3.0,3.5,4.0,3.75
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,Monster = Hot Monster,Super Glider = Waddle Wing = Hylian Kite,3.6875,3.0,2.5,4.0,2.8125,2.5,4.25,3.5,4.25
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,Monster = Hot Monster,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.625,2.75,2.75,3.75,2.9,2.5,4.25,3.75,4.0
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,Monster = Hot Monster,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.6875,3.0,2.5,4.25,2.8125,2.25,4.0,3.5,4.25
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,Monster = Hot Monster,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.5625,2.75,2.75,4.0,2.875,2.25,4.0,3.75,4.0
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,Ancient Tires,Super Glider = Waddle Wing = Hylian Kite,3.6875,3.0,2.5,4.0,2.8125,2.5,4.25,3.5,4.0
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,Ancient Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,3.625,2.75,2.75,3.75,2.9,2.5,4.25,3.75,3.75
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,Ancient Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,3.6875,3.0,2.5,4.25,2.8125,2.25,4.0,3.5,4.0
Peach = Daisy = Yoshi = Birdo = Peachette,Steel Driver = Tri-Speeder,Ancient Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,3.5625,2.75,2.75,4.0,2.875,2.25,4.0,3.75,3.75
